academicfield:news	academic_program_at_university	university:college
sportsteam:nittany_lions	team_plays_against_team	sportsteam:usc
sportsteam:mavericks	team_plays_against_team	sportsteam:new_orleans_hornets
sportsteam:falcons	team_plays_against_team	sportsteam:philadelphia_eagles
sportsteam:penn_state	team_plays_against_team	sportsteam:usc
sportsteam:jaguars	team_plays_against_team	sportsteam:steelers
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:bills
sportsteam:new_york_giants	team_plays_against_team	sportsteam:niners
sportsteam:titans	team_plays_against_team	sportsteam:packers
sportsteam:los_angeles_angels_of_anaheim	team_plays_against_team	sportsteam:chicago_white_sox
sportsteam:usc	team_plays_against_team	sportsteam:texas_longhorns
sportsteam:colts	team_plays_against_team	sportsteam:falcons
sportsteam:boston_celtics	team_plays_against_team	sportsteam:timberwolves
sportsteam:tampa_bay_rays	team_plays_against_team	sportsteam:phillies
sportsteam:texans	team_plays_against_team	sportsteam:titans
sportsteam:red_wings	team_plays_against_team	sportsteam:pittsburgh_penguins
sportsteam:byu	team_plays_against_team	sportsteam:ucla
sportsteam:montreal_canadiens	team_plays_against_team	sportsteam:blackhawks
sportsteam:devils	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:bucks	team_plays_against_team	sportsteam:bobcats
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:orioles
sportsteam:bucks	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:capitals	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:maple_leafs	team_plays_against_team	sportsteam:montreal_canadiens
sportsteam:brooklyn_dodgers	team_plays_against_team	sportsteam:chowan_braves
sportsteam:kansas_city_chiefs	team_plays_against_team	sportsteam:bills
sportsteam:redskins	team_plays_against_team	sportsteam:miami_dolphins
sportsteam:timberwolves	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:chicago_white_sox	team_plays_against_team	sportsteam:kansas_city_royals
sportsteam:kansas_city_chiefs	team_plays_against_team	sportsteam:seahawks
sportsteam:leafs	team_plays_against_team	sportsteam:florida_panthers
sportsteam:revolution	team_plays_against_team	sportsteam:houston_dynamo
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:ball_state_university
sportsteam:seahawks	team_plays_against_team	sportsteam:miami_dolphins
sportsteam:steelers	team_plays_against_team	sportsteam:packers
sportsteam:trail_blazers	team_plays_against_team	sportsteam:suns
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:titans
sportsteam:orioles	team_plays_against_team	sportsteam:new_york_giants
sportsteam:chowan_braves	team_plays_against_team	sportsteam:reds
sportsteam:colts	team_plays_against_team	sportsteam:bills
sportsteam:chicago_white_sox	team_plays_against_team	sportsteam:royals
sportsteam:boston_celtics	team_plays_against_team	sportsteam:bucks
sportsteam:new_york_giants	team_plays_against_team	sportsteam:reds
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:chowan_braves
sportsteam:new_york_mets	team_plays_against_team	sportsteam:orioles
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:detroit_tigers
sportsteam:seahawks	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:la_clippers	team_plays_against_team	sportsteam:raptors
sportsteam:pats	team_plays_against_team	sportsteam:eagles
sportsteam:florida_state	team_plays_against_team	sportsteam:virginia_tech
sportsteam:san_antonio	team_plays_against_team	sportsteam:los_angeles_clippers
sportsteam:chicago_white_sox	team_plays_against_team	sportsteam:mariners
sportsteam:chicago_cardinals	team_plays_against_team	sportsteam:eagles
sportsteam:usc	team_plays_against_team	sportsteam:notre_dame
sportsteam:chowan_braves	team_plays_against_team	sportsteam:astros
sportsteam:man_united	team_plays_against_team	sportsteam:liverpool
sportsteam:falcons	team_plays_against_team	sportsteam:saints
sportsteam:man_utd	team_plays_against_team	sportsteam:liverpool_university
sportsteam:cavaliers	team_plays_against_team	sportsteam:charlotte_bobcats
sportsteam:memphis_grizzlies	team_plays_against_team	sportsteam:trail_blazers
sportsteam:san_diego_padres	team_plays_against_team	sportsteam:new_york_mets
sportsteam:anaheim_ducks	team_plays_against_team	sportsteam:l_a__kings
sportsteam:falcons	team_plays_against_team	sportsteam:packers
sportsteam:red_wings	team_plays_against_team	sportsteam:avs
sportsteam:colts	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:suns	team_plays_against_team	sportsteam:trail_blazers
sportsteam:timberwolves	team_plays_against_team	sportsteam:bucks
sportsteam:eagles	team_plays_against_team	sportsteam:army_black_knights
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:seattle_supersonics
sportsteam:red_wings	team_plays_against_team	sportsteam:dallas_stars
sportsteam:packers	team_plays_against_team	sportsteam:redskins
sportsteam:pittsburgh_penguins	team_plays_against_team	sportsteam:carolina_hurricanes
sportsteam:packers	team_plays_against_team	sportsteam:kansas_city_chiefs
sportsteam:packers	team_plays_against_team	sportsteam:carolina
sportsteam:falcons	team_plays_against_team	sportsteam:spartans
sportsteam:anaheim_ducks	team_plays_against_team	sportsteam:stanford
sportsteam:magic	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:astros	team_plays_against_team	sportsteam:san_diego_padres
sportsteam:milwaukee_bucks	team_plays_against_team	sportsteam:boston_celtics
sportsteam:harvard_divinity_school	team_plays_against_team	sportsteam:princeton_theological_seminary
sportsteam:stanford	team_plays_against_team	sportsteam:harvard_divinity_school
sportsteam:philadelphia_eagles	team_plays_against_team	sportsteam:falcons
sportsteam:astros	team_plays_against_team	sportsteam:phillies
sportsteam:tampa_bay_lightning	team_plays_against_team	sportsteam:leafs
sportsteam:florida_marlins	team_plays_against_team	sportsteam:cleveland_indians
sportsteam:kansas_city_chiefs	team_plays_against_team	sportsteam:cleveland_browns
sportsteam:colts	team_plays_against_team	sportsteam:jags
sportsteam:bulldogs	team_plays_against_team	sportsteam:duke_blue_devils
sportsteam:eagles	team_plays_against_team	sportsteam:carolina
sportsteam:raptors	team_plays_against_team	sportsteam:memphis_grizzlies
sportsteam:bolton_wanderers	team_plays_against_team	sportsteam:new_york_giants
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:chicago_white_sox
sportsteam:bruins	team_plays_against_team	sportsteam:devils
sportsteam:buffalo_bills	team_plays_against_team	sportsteam:steelers
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:boston_celtics
sportsteam:royals	team_plays_against_team	sportsteam:detroit_tigers
sportsteam:la_clippers	team_plays_against_team	sportsteam:utah_jazz
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:eagles
sportsteam:cleveland_indians	team_plays_against_team	sportsteam:chicago_white_sox
sportsteam:chelsea	team_plays_against_team	sportsteam:man_utd
sportsteam:minnesota_timberwolves	team_plays_against_team	sportsteam:suns
sportsteam:chelsea_football_club	team_plays_against_team	sportsteam:man_utd
sportsteam:new_york_giants	team_plays_against_team	sportsteam:new_york_mets
sportsteam:mavericks	team_plays_against_team	sportsteam:boston_celtics
sportsteam:anaheim_ducks	team_plays_against_team	sportsteam:red_wings
sportsteam:buffalo_bills	team_plays_against_team	sportsteam:new_york_giants
sportsteam:new_york_giants	team_plays_against_team	sportsteam:packers
sportsteam:golden_state_warriors	team_plays_against_team	sportsteam:charlotte_bobcats
sportsteam:capitals	team_plays_against_team	sportsteam:pittsburgh_penguins
sportsteam:boston_bruins	team_plays_against_team	sportsteam:capitals
sportsteam:texas_longhorns	team_plays_against_team	sportsteam:razorbacks
sportsteam:ucla	team_plays_against_team	sportsteam:washington_state
sportsteam:suns	team_plays_against_team	sportsteam:timberwolves
sportsteam:tampa_bay_lightning	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:falcons	team_plays_against_team	sportsteam:new_york_giants
sportsteam:notre_dame	team_plays_against_team	sportsteam:stanford
sportsteam:marlins	team_plays_against_team	sportsteam:cleveland_indians_organization
sportsteam:eagles	team_plays_against_team	sportsteam:skins
sportsteam:buccaneers	team_plays_against_team	sportsteam:kansas_city_chiefs
sportsteam:timberwolves	team_plays_against_team	sportsteam:boston_celtics
sportsteam:redskins	team_plays_against_team	sportsteam:eagles
sportsteam:seahawks	team_plays_against_team	sportsteam:steelers
sportsteam:red_bulls	team_plays_against_team	sportsteam:crew
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:royals
sportsteam:blackhawks	team_plays_against_team	sportsteam:montreal_canadiens
sportsteam:marlins	team_plays_against_team	sportsteam:reds
sportsteam:bolton_wanderers	team_plays_against_team	sportsteam:new_york_giants_in_super_bowl_xlii
sportsteam:cavaliers	team_plays_against_team	sportsteam:boston_celtics
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:saints
sportsteam:sonics	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:northwestern	team_plays_against_team	sportsteam:ohio_state_university
sportsteam:capitals	team_plays_against_team	sportsteam:red_wings
sportsteam:falcons	team_plays_against_team	sportsteam:kansas_city_chiefs
sportsteam:texans	team_plays_against_team	sportsteam:kansas_city_chiefs
sportsteam:penn_state	team_plays_against_team	sportsteam:northwestern
sportsteam:liverpool	team_plays_against_team	sportsteam:barcelona_dragons
sportsteam:liverpool	team_plays_against_team	sportsteam:barcelona
sportsteam:marlins	team_plays_against_team	sportsteam:new_york_giants
sportsteam:packers	team_plays_against_team	sportsteam:seahawks
sportsteam:bucks	team_plays_against_team	sportsteam:sixers
sportsteam:dallas_stars	team_plays_against_team	sportsteam:rangers
sportsteam:sixers	team_plays_against_team	sportsteam:boston_celtics
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:buccaneers
sportsteam:tampa_bay_lightning	team_plays_against_team	sportsteam:tampa_bay_storm
sportsteam:eagles	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:flyers_playoff_tickets	team_plays_against_team	sportsteam:pittsburgh_penguins
sportsteam:san_antonio	team_plays_against_team	sportsteam:golden_state_warriors
sportsteam:blackhawks	team_plays_against_team	sportsteam:pittsburgh_penguins
sportsteam:louisville_cardinals	team_plays_against_team	sportsteam:phillies
sportsteam:orioles	team_plays_against_team	sportsteam:rangers
sportsteam:san_antonio	team_plays_against_team	sportsteam:la_clippers
sportsteam:royals	team_plays_against_team	sportsteam:toronto_blue_jays
sportsteam:flyers_playoff_tickets	team_plays_against_team	sportsteam:tampa_bay_lightning
sportsteam:montreal_canadiens	team_plays_against_team	sportsteam:boston_bruins
sportsteam:colorado_state	team_plays_against_team	sportsteam:fresno_state_bulldogs
sportsteam:east_carolina	team_plays_against_team	sportsteam:nevada_wolfpack
sportsteam:redskins	team_plays_against_team	sportsteam:buffalo_bills
sportsteam:new_york_giants	team_plays_against_team	sportsteam:d_backs
sportsteam:eagles	team_plays_against_team	sportsteam:new_york_football_giants
sportsteam:man_united	team_plays_against_team	geopoliticallocation:manchester_city
sportsteam:phillies	team_plays_against_team	sportsteam:astros
sportsteam:florida_marlins	team_plays_against_team	sportsteam:chowan_braves
sportsteam:orioles	team_plays_against_team	sportsteam:toronto_blue_jays
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:cavaliers
sportsteam:cleveland_indians	team_plays_against_team	sportsteam:chowan_braves
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:eagles
sportsteam:cleveland_browns	team_plays_against_team	sportsteam:falcons
sportsteam:boston_celtics	team_plays_against_team	sportsteam:suns
sportsteam:red_wings	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:skins	team_plays_against_team	sportsteam:new_york_giants
sportsteam:minnesota_wilds	team_plays_against_team	sportsteam:blackhawks
sportsteam:ucla	team_plays_against_team	sportsteam:byu
sportsteam:boston_celtics	team_plays_against_team	sportsteam:san_antonio
sportsteam:redskins	team_plays_against_team	sportsteam:packers
sportsteam:bucks	team_plays_against_team	sportsteam:la_clippers
sportsteam:boise_state_broncos	team_plays_against_team	sportsteam:texas_christian_university
sportsteam:bills	team_plays_against_team	sportsteam:steelers
sportsteam:new_york_giants_in_super_bowl_xlii	team_plays_against_team	sportsteam:dundee_united
sportsteam:blue_jackets	team_plays_against_team	sportsteam:red_wings
sportsteam:penn_state	team_plays_against_team	sportsteam:buckeyes
sportsteam:phillies	team_plays_against_team	sportsteam:orioles
sportsteam:jags	team_plays_against_team	sportsteam:steelers
sportsteam:bruins	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:penn_state	team_plays_against_team	sportsteam:hawkeyes
sportsteam:eagles	team_plays_against_team	sportsteam:spartans
sportsteam:new_york_giants	team_plays_against_team	sportsteam:saints
sportsteam:kansas_city_chiefs	team_plays_against_team	sportsteam:colts
sportsteam:liverpool_john_moores_university	team_plays_against_team	sportsteam:a_c__milan
sportsteam:rangers	team_plays_against_team	sportsteam:niners
sportsteam:boston_celtics	team_plays_against_team	sportsteam:raptors
sportsteam:new_york_mets	team_plays_against_team	sportsteam:marlins
sportsteam:astros	team_plays_against_team	sportsteam:new_york_giants
sportsteam:uk	team_plays_against_team	sportsteam:ole_miss
sportsteam:penn_state	team_plays_against_team	sportsteam:ohio_state_university
sportsteam:florida_panthers	team_plays_against_team	sportsteam:leafs
sportsteam:terps	team_plays_against_team	sportsteam:tar_heels
sportsteam:derby_county	team_plays_against_team	sportsteam:man_united
sportsteam:usc	team_plays_against_team	sportsteam:buckeyes
sportsteam:orioles	team_plays_against_team	sportsteam:new_york_mets
sportsteam:bills	team_plays_against_team	sportsteam:packers
sportsteam:suns	team_plays_against_team	sportsteam:minnesota_timberwolves
sportsteam:chelsea_football_club	team_plays_against_team	sportsteam:liverpool_john_moores_university
sportsteam:wildcats	team_plays_against_team	sportsteam:bulldogs
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:bobcats
sportsteam:packers	team_plays_against_team	sportsteam:new_york_giants
sportsteam:louisville_cardinals	team_plays_against_team	sportsteam:chowan_braves
sportsteam:mavericks	team_plays_against_team	sportsteam:suns
sportsteam:colts	team_plays_against_team	sportsteam:seahawks
sportsteam:liverpool	team_plays_against_team	sportsteam:a_c__milan
sportsteam:bulldogs	team_plays_against_team	sportsteam:wildcats
sportsteam:harvard_divinity_school	team_plays_against_team	sportsteam:boston_college
sportsteam:bruins	team_plays_against_team	sportsteam:montreal_canadiens
sportsteam:hokies	team_plays_against_team	sportsteam:terps
sportsteam:suns	team_plays_against_team	sportsteam:boston_celtics
sportsteam:mavericks	team_plays_against_team	sportsteam:memphis_grizzlies
sportsteam:carolina	team_plays_against_team	sportsteam:new_york_giants
sportsteam:buccaneers	team_plays_against_team	sportsteam:new_york_giants
sportsteam:texans	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:blackhawks	team_plays_against_team	sportsteam:calgary_flames
sportsteam:buccaneers	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:leafs	team_plays_against_team	sportsteam:boston_bruins
sportsteam:leafs	team_plays_against_team	sportsteam:bruins
sportsteam:usc	team_plays_against_team	sportsteam:stanford
sportsteam:red_wings	team_plays_against_team	sportsteam:l_a__kings
sportsteam:new_jersey_devils	team_plays_against_team	sportsteam:rangers
sportsteam:philadelphia_athletics	team_plays_against_team	sportsteam:new_york_giants
sportsteam:astros	team_plays_against_team	sportsteam:milwaukee_brewers
sportsteam:utah_jazz	team_plays_against_team	sportsteam:mavericks
sportsteam:skins	team_plays_against_team	sportsteam:eagles
sportsteam:chicago_fire	team_plays_against_team	sportsteam:toronto_fc
sportsteam:steelers	team_plays_against_team	sportsteam:seahawks
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:bucks
sportsteam:rockies	team_plays_against_team	sportsteam:chowan_braves
sportsteam:kansas_city_chiefs	team_plays_against_team	sportsteam:texans
sportsteam:titans	team_plays_against_team	sportsteam:texans
sportsteam:florida_panthers	team_plays_against_team	sportsteam:capitals
sportsteam:iowa_hawkeyes	team_plays_against_team	sportsteam:ohio_state_buckeyes
sportsteam:fresno_state_bulldogs	team_plays_against_team	sportsteam:colorado_state
sportsteam:new_york_giants	team_plays_against_team	sportsteam:buccaneers
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:philadelphia_eagles
sportsteam:eagles	team_plays_against_team	sportsteam:steelers
sportsteam:rangers	team_plays_against_team	sportsteam:red_wings
sportsteam:cleveland_browns	team_plays_against_team	sportsteam:jaguars
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:minnesota_timberwolves
sportsteam:rangers	team_plays_against_team	sportsteam:orioles
sportsteam:la_clippers	team_plays_against_team	sportsteam:bucks
sportsteam:cleveland_indians	team_plays_against_team	sportsteam:orioles
sportsteam:columbus_crew	team_plays_against_team	sportsteam:toronto_fc
sportsteam:bills	team_plays_against_team	sportsteam:colts
sportsteam:red_wings	team_plays_against_team	sportsteam:montreal_canadiens
sportsteam:packers	team_plays_against_team	sportsteam:eagles
sportsteam:devils	team_plays_against_team	sportsteam:rangers
sportsteam:new_york_giants	team_plays_against_team	sportsteam:philadelphia_athletics
sportsteam:saints	team_plays_against_team	sportsteam:buccaneers
sportsteam:leafs	team_plays_against_team	sportsteam:tampa_bay_lightning
sportsteam:montreal_canadiens	team_plays_against_team	sportsteam:red_wings
sportsteam:devils	team_plays_against_team	sportsteam:montreal_canadiens
sportsteam:new_york_red_bulls	team_plays_against_team	sportsteam:_skins
sportsteam:la_clippers	team_plays_against_team	sportsteam:mavericks
sportsteam:buccaneers	team_plays_against_team	sportsteam:jaguars
sportsteam:montreal_canadiens	team_plays_against_team	sportsteam:bruins
sportsteam:cleveland_browns	team_plays_against_team	sportsteam:eagles
sportsteam:sacramento_kings	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:phillies	team_plays_against_team	sportsteam:milwaukee_brewers
sportsteam:pittsburgh_penguins	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:a_c__milan	team_plays_against_team	sportsteam:liverpool_john_moores_university
sportsteam:tar_heels	team_plays_against_team	sportsteam:nevada_wolfpack
sportsteam:seahawks	team_plays_against_team	sportsteam:carolina
sportsteam:fresno_state_bulldogs	team_plays_against_team	sportsteam:aggies
sportsteam:wildcats	team_plays_against_team	sportsteam:spartans
sportsteam:capitals	team_plays_against_team	sportsteam:boston_bruins
sportsteam:pats	team_plays_against_team	sportsteam:colts
sportsteam:cleveland_indians_organization	team_plays_against_team	sportsteam:san_diego_padres
sportsteam:northwestern	team_plays_against_team	sportsteam:spartans
sportsteam:ucla	team_plays_against_team	sportsteam:byu_hawaii
sportsteam:falcons	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:rangers	team_plays_against_team	sportsteam:new_jersey_devils
sportsteam:mavericks	team_plays_against_team	sportsteam:minnesota_timberwolves
sportsteam:devils	team_plays_against_team	sportsteam:bruins
sportsteam:seahawks	team_plays_against_team	sportsteam:packers
sportsteam:saints	team_plays_against_team	sportsteam:steelers
sportsteam:suns	team_plays_against_team	sportsteam:la_clippers
sportsteam:stanford	team_plays_against_team	sportsteam:uconn
sportsteam:redskins	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:capitals	team_plays_against_team	sportsteam:tampa_bay_lightning
sportsteam:baltimore_colts	team_plays_against_team	sportsteam:new_york_giants
sportsteam:cavaliers	team_plays_against_team	sportsteam:denver_nuggets
sportsteam:flyers_playoff_tickets	team_plays_against_team	sportsteam:devils
sportsteam:red_wings	team_plays_against_team	sportsteam:anaheim_ducks
sportsteam:memphis_grizzlies	team_plays_against_team	sportsteam:san_antonio
sportsteam:chelsea_football_club	team_plays_against_team	sportsteam:liverpool_university
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:kansas_city_chiefs
sportsteam:saints	team_plays_against_team	sportsteam:colts
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:packers
sportsteam:reds	team_plays_against_team	sportsteam:chowan_braves
sportsteam:packers	team_plays_against_team	sportsteam:steelers
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:columbus_crew
sportsteam:leafs	team_plays_against_team	sportsteam:carolina_hurricanes
sportsteam:new_york_giants	team_plays_against_team	sportsteam:eagles
sportsteam:memphis_grizzlies	team_plays_against_team	sportsteam:mavericks
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:texans
sportsteam:bulldogs	team_plays_against_team	sportsteam:spartans
sportsteam:chicago_fire	team_plays_against_team	sportsteam:sporting_kansas_city
sportsteam:toronto_fc	team_plays_against_team	sportsteam:chicago_fire
sportsteam:packers	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:texas_christian_university	team_plays_against_team	sportsteam:byu_hawaii
sportsteam:miami_dolphins	team_plays_against_team	sportsteam:seahawks
sportsteam:cleveland_indians	team_plays_against_team	sportsteam:florida_marlins
sportsteam:redskins	team_plays_against_team	sportsteam:colts
sportsteam:new_york_giants_in_super_bowl_xlii	team_plays_against_team	sportsteam:d_backs
sportsteam:virginia_tech	team_plays_against_team	sportsteam:boston_college
sportsteam:ucla	team_plays_against_team	sportsteam:vols
sportsteam:montreal_canadiens	team_plays_against_team	sportsteam:calgary_flames
sportsteam:titans	team_plays_against_team	sportsteam:cleveland_browns
sportsteam:hokies	team_plays_against_team	sportsteam:eagles
sportsteam:calgary_flames	team_plays_against_team	sportsteam:montreal_canadiens
sportsteam:raptors	team_plays_against_team	sportsteam:bobcats
sportsteam:new_york_mets	team_plays_against_team	sportsteam:astros
sportsteam:florida_marlins	team_plays_against_team	sportsteam:new_york_mets
sportsteam:tampa_bay_lightning	team_plays_against_team	sportsteam:capitals
sportsteam:notre_dame	team_plays_against_team	sportsteam:tar_heels
sportsteam:milwaukee_brewers	team_plays_against_team	sportsteam:astros
sportsteam:d_backs	team_plays_against_team	sportsteam:new_york_giants
sportsteam:miami_dolphins	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:devils	team_plays_against_team	sportsteam:red_wings
sportsteam:bobcats	team_plays_against_team	sportsteam:raptors
sportsteam:liverpool_university	team_plays_against_team	sportsteam:chelsea
sportsteam:houston_dynamo	team_plays_against_team	sportsteam:columbus_crew
sportsteam:chicago_white_sox	team_plays_against_team	sportsteam:astros
sportsteam:buccaneers	team_plays_against_team	sportsteam:seahawks
sportsteam:bucks	team_plays_against_team	sportsteam:boston_celtics
sportsteam:bolts	team_plays_against_team	sportsteam:colts
sportsteam:red_wings	team_plays_against_team	sportsteam:devils
sportsteam:new_york_mets	team_plays_against_team	sportsteam:florida_marlins
sportsteam:boston_celtics	team_plays_against_team	sportsteam:mavericks
sportsteam:packers	team_plays_against_team	sportsteam:jaguars
sportsteam:san_antonio	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:trail_blazers	team_plays_against_team	sportsteam:san_antonio
sportsteam:man_utd	team_plays_against_team	sportsteam:liverpool
sportsteam:cleveland_browns	team_plays_against_team	sportsteam:redskins
sportsteam:saints	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:chicago_fire	team_plays_against_team	sportsteam:d_c__united
sportsteam:saints	team_plays_against_team	sportsteam:seahawks
sportsteam:ohio_state_university	team_plays_against_team	sportsteam:nittany_lions
sportsteam:jaguars	team_plays_against_team	sportsteam:colts
sportsteam:suns	team_plays_against_team	sportsteam:chicago_bulls
sportsteam:redskins	team_plays_against_team	sportsteam:bills
sportsteam:titans	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:barcelona	team_plays_against_team	sportsteam:real_madrid
sportsteam:pittsburgh_penguins	team_plays_against_team	sportsteam:atlanta_thrashers
sportsteam:eagles	team_plays_against_team	sportsteam:bulldogs
sportsteam:chicago_bulls	team_plays_against_team	sportsteam:milwaukee_bucks
sportsteam:new_york_giants_in_super_bowl_xlii	team_plays_against_team	sportsteam:skins
sportsteam:jaguars	team_plays_against_team	sportsteam:texans
sportsteam:chowan_braves	team_plays_against_team	sportsteam:brooklyn_dodgers
sportsteam:notre_dame	team_plays_against_team	sportsteam:penn_state
sportsteam:usc	team_plays_against_team	sportsteam:penn_state
sportsteam:bills	team_plays_against_team	sportsteam:new_york_giants
sportsteam:colts	team_plays_against_team	sportsteam:packers
sportsteam:man_united	team_plays_against_team	sportsteam:liverpool_john_moores_university
sportsteam:orioles	team_plays_against_team	sportsteam:reds
sportsteam:texas_longhorns	team_plays_against_team	sportsteam:nittany_lions
sportsteam:new_york_giants	team_plays_against_team	sportsteam:dundee_united
sportsteam:bucks	team_plays_against_team	sportsteam:raptors
sportsteam:charlotte_bobcats	team_plays_against_team	sportsteam:boston_celtics
sportsteam:new_orleans_hornets	team_plays_against_team	sportsteam:san_antonio
sportsteam:houston_dynamo	team_plays_against_team	sportsteam:revolution
sportsteam:louisville_cardinals	team_plays_against_team	sportsteam:reds
sportsteam:oklahoma_state_university	team_plays_against_team	sportsteam:huskers
sportsteam:titans	team_plays_against_team	sportsteam:bills
sportsteam:packers	team_plays_against_team	sportsteam:falcons
sportsteam:duke_blue_devils	team_plays_against_team	sportsteam:bulldogs
sportsteam:buckeyes	team_plays_against_team	sportsteam:illini
sportsteam:saints	team_plays_against_team	sportsteam:packers
sportsteam:chicago_fire	team_plays_against_team	sportsteam:san_jose_earthquakes
sportsteam:new_york_giants_in_super_bowl_xlii	team_plays_against_team	sportsteam:_skins
sportsteam:wildcats	team_plays_against_team	sportsteam:falcons
sportsteam:bruins	team_plays_against_team	sportsteam:rangers
sportsteam:colts	team_plays_against_team	sportsteam:buffalo_bills
sportsteam:packers	team_plays_against_team	sportsteam:titans
sportsteam:new_york_giants	team_plays_against_team	sportsteam:miami_dolphins
sportsteam:spartans	team_plays_against_team	sportsteam:bulldogs
sportsteam:kansas_city_chiefs	team_plays_against_team	sportsteam:new_york_giants
sportsteam:terps	team_plays_against_team	sportsteam:hokies
sportsteam:orioles	team_plays_against_team	sportsteam:kansas_city_royals
sportsteam:oklahoma_state_university	team_plays_against_team	sportsteam:iowa_state
sportsteam:carolina_hurricanes	team_plays_against_team	sportsteam:leafs
sportsteam:saints	team_plays_against_team	sportsteam:eagles
sportsteam:miami_dolphins	team_plays_against_team	sportsteam:eagles
sportsteam:philadelphia_eagles	team_plays_against_team	sportsteam:minnesota_vikings
sportsteam:rangers	team_plays_against_team	sportsteam:flyers_playoff_tickets
sportsteam:toronto_blue_jays	team_plays_against_team	sportsteam:orioles
sportsteam:red_wings	team_plays_against_team	sportsteam:blackhawks
sportsteam:chicago_white_sox	team_plays_against_team	sportsteam:cleveland_indians_organization
sportsteam:anaheim_ducks	team_plays_against_team	sportsteam:devils
sportsteam:new_york_red_bulls	team_plays_against_team	sportsteam:niners
sportsteam:montreal_canadiens	team_plays_against_team	sportsteam:capitals
sportsteam:minnesota_vikings	team_plays_against_team	sportsteam:seahawks
sportsteam:magic	team_plays_against_team	sportsteam:la_clippers
sportsteam:new_york_red_bulls	team_plays_against_team	sportsteam:dundee_united
sportsteam:jaguars	team_plays_against_team	sportsteam:titans
sportsteam:idaho_state_bengals	team_plays_in_city	city:pocatello
sportsteam:texas_longhorns	team_plays_in_city	city:lansing
sportsteam:bills	team_plays_in_city	city:buffalo
sportsteam:northern_illinois	team_plays_in_city	city:dekalb
sportsteam:memphis_grizzlies	team_plays_in_city	city:memphis
sportsteam:louisiana_state_university	team_plays_in_city	city:baton_rouge
sportsteam:boise_state_broncos	team_plays_in_city	city:boise
sportsteam:western_illinois	team_plays_in_city	city:macomb
sportsteam:mississippi_state_university	team_plays_in_city	city:starkville
sportsteam:utah_jazz	team_plays_in_city	county:salt_lake
sportsteam:oregon_state_university	team_plays_in_city	city:corvallis
sportsteam:miami_dolphins	team_plays_in_city	city:miami
sportsteam:northwestern_state_demons	team_plays_in_city	city:natchitoches
sportsteam:kent_state	team_plays_in_city	city:akron
sportsteam:wesleyan_university	team_plays_in_city	city:new_york
sportsteam:utah_state_university	team_plays_in_city	city:logan
sportsteam:texas_christian	team_plays_in_city	city:fort_worth
sportsteam:michigan_state_university	team_plays_in_city	city:east_lansing
sportsteam:ole_miss	team_plays_in_city	city:oxford
sportsteam:college	team_plays_in_city	city:williamsburg
